PostId,PostTypeId,EventId,Event,UserId,CreationDate
35446009,2,73865517,Comment,1526266,"2017-04-13 22:12:08"
35446009,2,74021158,Comment,3753684,"2017-04-18 21:34:58"
35446009,2,74770988,Comment,1550964,"2017-05-09 10:59:50"
43891396,2,145054474,InitialBody,6926281,"2017-05-10 11:38:08"
309424,1,145744920,BodyEdit,6027638,"2017-05-19 08:58:52"
43891396,2,146225788,BodyEdit,-1,"2017-05-23 10:31:40"
9597413,2,147288491,BodyEdit,-1,"2017-05-23 12:18:29"
28750240,2,147712250,BodyEdit,-1,"2017-05-23 12:34:53"
5445161,2,147711567,BodyEdit,-1,"2017-05-23 12:34:53"
35446009,2,150338680,BodyEdit,21926,"2017-06-27 21:50:13"
38667387,2,152125860,BodyEdit,285288,"2017-07-21 10:24:15"
35446009,2,77481835,Comment,327301,"2017-07-22 21:01:58"
5445161,2,77497022,Comment,1924299,"2017-07-23 16:04:35"
35446009,2,77542748,Comment,6501190,"2017-07-24 21:15:16"
5445161,2,152530996,BodyEdit,43151,"2017-07-26 19:33:38"
45535091,2,153346968,InitialBody,187141,"2017-08-06 18:08:31"
45535091,2,153349367,BodyEdit,187141,"2017-08-06 19:14:35"
5445161,2,154620092,BodyEdit,1599699,"2017-08-23 17:52:57"
5445161,2,155295527,BodyEdit,43151,"2017-09-02 01:27:51"
7743991,2,158508011,BodyEdit,7783957,"2017-10-17 08:55:24"
7743991,2,158508013,BodyEdit,3000589,"2017-10-17 08:55:24"
46861979,2,158825986,InitialBody,2735286,"2017-10-21 09:46:14"
309424,1,81079187,Comment,12943,"2017-11-01 23:59:00"
35446009,2,81287454,Comment,432903,"2017-11-07 22:54:09"
32352386,2,81648441,Comment,638028,"2017-11-17 10:21:13"
35066091,2,160850590,BodyEdit,2428802,"2017-11-17 13:58:39"
35066091,2,161616277,BodyEdit,2428802,"2017-11-28 14:47:28"
309424,1,82553930,Comment,1977836,"2017-12-13 15:21:39"
35446009,2,82733425,Comment,348189,"2017-12-19 09:35:59"
35066091,2,82817412,Comment,4361244,"2017-12-21 12:25:38"
35066091,2,82823186,Comment,2428802,"2017-12-21 14:54:54"
7743991,2,82890145,Comment,1323374,"2017-12-24 12:22:54"
48353376,2,165070708,InitialBody,8927014,"2018-01-20 06:37:07"
35066091,2,84115699,Comment,246394,"2018-02-01 10:09:32"
48775964,2,166829699,InitialBody,1129332,"2018-02-13 21:30:09"
48353376,2,84553688,Comment,1129332,"2018-02-13 21:32:27"
309448,2,84553707,Comment,1129332,"2018-02-13 21:33:09"
309448,2,84961670,Comment,1063716,"2018-02-25 20:52:06"
34451847,2,167678926,BodyEdit,1063716,"2018-02-25 20:53:41"
34451847,2,86361934,Comment,1129332,"2018-04-05 14:57:03"
49707572,2,170748540,InitialBody,2764007,"2018-04-07 12:53:24"
309448,2,173872932,BodyEdit,7962741,"2018-05-21 13:09:51"
35446009,2,88212747,Comment,1037439,"2018-05-30 10:03:05"
41881604,2,175938714,BodyEdit,2667536,"2018-06-20 07:37:02"
34926427,2,175938765,BodyEdit,2667536,"2018-06-20 07:37:30"
309424,1,176208018,BodyEdit,8583692,"2018-06-24 01:20:52"
41881604,2,89138165,Comment,4865117,"2018-06-28 03:48:51"
51083322,2,176522364,InitialBody,8558398,"2018-06-28 12:45:52"
35446009,2,89169584,Comment,4756299,"2018-06-28 20:18:43"
51322998,2,177570436,InitialBody,2735085,"2018-07-13 10:23:35"
35446009,2,177949128,BodyEdit,707111,"2018-07-19 02:09:05"
